-781 -573 2098 -302 -1 2251 -501 1064 2626 
-52 -1138 2211 -630 1672 2248 -777 -757 2341 
-760 224 2024 -376 590 2169 -450 -783 2184 
-509 1384 2544 -413 -1918 2465 -552 1057 2147 
-752 -510 1898 -469 -198 2138 -599 709 2224 
-484 -712 2150 -1011 2378 2452 -346 -1922 2435 
-173 1293 1754 -392 -578 1764 -313 -142 2133 
-359 784 2356 -484 -990 2395 -581 2001 2823 
-463 -1790 2478 -303 928 1941 -911 -444 2463 
-466 168 1957 -365 315 2274 -257 -643 2318 
-573 2066 2685 -242 -1368 2279 -419 901 2274 
-604 -233 1479 -766 -64 2118 -213 548 2354 
-494 -893 2228 -502 1463 2463 28 -1579 2168 
-220 953 2438 -640 -179 1926 -340 -35 2059 
-457 852 2209 -363 -762 2109 -449 1719 2471 
-680 -1332 2074 -713 1560 2307 -757 -847 1601 
-65 412 2153 -458 -577 2293 -406 1647 2376 
-299 -2201 2418 -507 2293 2321 68 -1335 2278 
-514 624 1930 -489 471 2239 -318 -256 2007 
-516 936 2486 -797 270 2068 -282 -411 1993 
-424 1443 2171 -408 -2152 2564 -295 418 2145 
-272 239 2057 -195 -162 2035 -498 1243 2203 
104 -997 2300 -590 1237 2251 -265 -776 1896 
-358 43 2253 -343 657 2293 -384 -510 2260 
-704 1101 2402 -85 196 2106 -73 -293 2655 
-593 1333 2406 -473 -810 2527 -636 568 2441 
-261 1102 2349 -374 -471 2261 -846 912 2193 
-359 -714 2292 -447 498 2544 -279 613 2037 
-40 -183 2878 -779 1304 2264 -302 -476 2433 
-571 727 2347 -256 -846 2236 -374 -107 2084 
-349 530 2254 -389 249 2106 -412 138 2152 
-138 199 2402 -224 -566 2333 -637 1408 2352 
-465 -668 2445 -753 958 2379 -408 -884 2550 
-125 594 2231 -564 -684 2061 -624 520 1953 
-673 705 2310 -558 -382 2323 -404 1373 2274 
-154 -796 2509 -269 1231 2441 -530 -1236 2487 
-138 404 2136 -880 -553 1744 -416 156 2348 
-302 441 2117 -401 -549 2130 -400 1134 2241 
-464 -1038 2647 -139 491 2399 -376 -1214 2547 
-161 82 2111 -494 656 2176 -434 -103 2180 
-378 1230 2415 -936 -483 2575 -182 697 2230 
-286 -68 2336 -172 274 2258 -596 1005 2334 
-42 -761 2502 -395 1406 2158 73 -1320 2391 
-5 793 1751 -329 194 1843 -120 -377 2291 
-530 1032 2660 -286 -1438 2601 -725 1201 2219 
-521 -567 1877 -225 433 1626 -560 680 2417 
-285 -413 2065 -680 1147 2560 -475 -1114 2723 
-489 1253 1996 -124 -810 1842 -311 142 2040 
-494 655 2408 -212 -567 2247 -744 943 2563 
-752 -1168 2651 -647 1092 2570 -603 -897 2399 
-237 341 2030 -220 530 2183 -138 -1552 2598 
-767 824 2248 -243 -41 2218 -296 410 2428 
-612 1159 2366 -256 -511 2185 -646 683 2454 
144 325 2229 -15 172 2105 76 359 2374 
216 188 2334 -18 114 2330 -678 1507 2420 
-214 -627 2640 -707 1511 2468 -607 -425 2280 
-239 229 2205 -599 600 2237 -313 -698 2531 
-739 1611 2357 -483 -866 2193 -574 536 2228 
-409 101 2241 -332 24 2226 -636 734 2424 
-361 -771 2612 -899 1566 2529 -209 -1203 2478 
-448 747 2461 -490 75 2140 -610 19 2003 
-439 804 2321 -303 -1079 2531 -1014 1879 2433 
-283 -1032 2028 -268 440 1891 -375 24 1861 
-434 -207 2099 -559 1451 2632 -408 -1648 2752 
-852 1584 2554 -447 -795 1789 -137 297 1845 
-235 188 2171 -629 -329 2152 -650 1361 2492 
-745 -1015 2579 -830 1430 2109 -637 179 2061 
-518 75 2071 -671 984 2266 -127 -901 2335 
-546 1395 2313 -767 -1151 2499 -718 1251 2294 
-427 10 1780 -388 430 1697 -479 487 2224 
-211 -745 2428 -793 1684 2362 -256 -933 2323 
-558 716 1610 -169 68 1916 -370 -75 1977 
-579 1118 2580 -53 -1017 2756 -1032 1517 2438 
-232 -1180 2075 -484 921 1634 -529 43 2120 
-636 -25 1991 -580 1168 2704 -595 -764 2856 
-484 1194 2764 -306 -995 2381 -589 696 2330 
-487 113 2014 -376 -27 2100 -683 1220 2541 
-272 -1071 2737 -242 1555 2243 125 -2203 2409 
-484 1222 2279 -460 -469 1863 -221 189 2024 
-451 1086 2168 -318 -606 2141 -363 1404 2344 
90 -1172 2193 -515 961 2797 -859 -1750 2560 
-655 1019 2248 -236 -74 2249 -153 -252 2135 
-499 479 2159 -588 -505 2282 -554 1548 2364 
3 -1199 2314 -811 1777 2524 -439 -1689 2494 
77 1214 2095 -549 -429 2181 -141 86 2122 
-491 679 2195 -462 -410 2315 -388 1051 2594 
91 -1896 2391 -673 1215 2028 -106 -586 2146 
-214 60 1964 -326 962 2300 -70 -959 2388 
-706 1479 2415 -292 -1089 2239 -271 125 2387 
-734 450 2197 -316 490 1794 -632 1280 2452 
-343 -865 2858 -781 1561 2378 -258 -817 2430 
-487 936 1938 -313 99 2041 -282 207 1813 
-418 805 2315 -283 -490 2399 -654 1457 2350 
-260 -989 2614 -608 1355 2283 -309 -1102 2480 
-240 60 2570 35 -167 2537 -254 -290 2105 
-299 724 2385 -295 -305 2398 -528 1402 2280 
-199 -1642 2322 -706 1453 2230 -224 -901 2181 
-762 762 2173 48 350 1887 -218 77 2210 
-247 1140 2305 -146 -502 2371 -798 1425 2365 
-194 12 2371 -330 342 2392 -575 1222 2230 
-167 -850 2621 -563 1151 2217 -499 -1504 2480 
-371 301 2007 -221 -173 2049 -605 1248 2568 
-156 -879 2711 -873 1525 2430 -516 -1030 2559 
-381 984 1849 -242 -565 2269 -313 159 2281 
-358 550 2130 -496 -317 2395 -798 1235 2656 
-7 -1599 2830 -747 1274 2559 -225 -838 2027 
-130 397 1907 -446 158 2093 -352 -173 2287 
-469 1126 2148 -218 -817 2316 -484 1200 2172 
-681 -665 2347 -511 753 2000 -305 -296 1905 
-402 -17 2405 -349 891 2141 -533 -611 2398 
-747 1338 2317 -241 -891 2690 -958 1325 2589 
-409 -257 2392 -306 -255 2392 -577 1099 2428 
32 -1175 2565 -510 702 2527 -737 368 2398 
-401 947 2422 -296 452 2267 -357 399 2099 
-329 -391 2281 -790 1429 2409 -250 -1395 2945 
-258 1003 2320 -775 -70 2229 -325 349 1713 
-300 578 2022 -513 -571 2286 -496 1718 2154 
-543 -1615 2777 -764 1245 2191 73 -84 2339 
-389 291 2053 -619 1083 2382 -301 -1238 2287 
-456 1151 2362 -571 -1518 2385 -482 645 1905 
-343 -101 2094 -463 -379 2076 -524 1054 2440 
-445 -881 2474 -458 832 2487 -802 -280 2186 
-480 509 2030 -537 897 2206 -631 -581 2533 
-397 1302 2379 -529 -949 2471 -646 622 2000 
-430 698 1942 -791 -247 2496 -747 1297 2287 
-344 -528 2207 -416 211 1836 -691 970 2209 
-623 -676 2759 -747 574 2315 -1013 218 2198 
-342 -63 2148 -674 808 2408 -633 -529 2558 
-377 617 2190 -1060 -1074 2671 -594 880 2351 
-517 832 2218 -753 -140 2030 -597 1100 2160 
-56 -882 2457 -714 1251 2067 -1301 -26 2462 
-640 107 2379 -772 1470 2394 -106 -1086 2116 
-892 1505 2423 -580 -631 1702 -549 506 1838 
-544 263 2165 -265 -355 2062 -622 863 2527 
-468 -940 2279 -552 1190 2607 -523 -883 2559 
-381 747 1662 -226 171 1994 -498 -26 1933 
-771 1033 2405 -474 -625 2851 -697 1644 2495 
-716 -987 2885 -632 1234 2140 -270 -64 2144 
-120 26 1969 -674 806 2189 -520 -683 2833 
-829 1347 2605 -567 -1069 2695 -554 960 2163 
-413 -245 2181 -467 390 1440 -496 871 2139 
-467 -323 2681 -792 1438 2969 -659 -1105 2678 
-637 732 2527 -529 -78 2226 -95 238 1896 
-800 692 2148 -583 -398 2302 -847 1682 2658 
-627 -806 2472 -594 812 2055 -239 -249 2090 
-303 -51 1817 -806 1139 2202 -403 -857 2935 
-1019 1604 2580 -462 -519 2394 -418 784 1893 
-351 518 1851 -546 -28 2011 -792 1340 2490 
-900 -649 2897 -826 1436 2140 -244 -384 2178 
-246 387 1814 -510 736 1940 -643 -388 2583 
-962 1630 2701 -351 -1165 2752 -523 831 2256 
-341 43 2234 -405 244 2098 -775 987 2366 
-237 -384 2374 -731 1514 2410 -559 -990 2738 
-919 1151 2533 -285 -144 1987 -230 156 1798 
-675 1103 2290 50 -939 2395 -832 1436 2588 
-546 -486 2514 -733 1141 2006 -566 156 1934 
-312 154 1935 -886 1354 2773 6 -1081 2418 
-567 1356 2254 -779 -695 2345 -373 502 1953 
-678 730 1960 -426 -467 2379 -937 1511 2548 
-696 -983 2922 -671 940 2074 -549 -24 2343 
-325 -75 2461 -1013 1322 2322 -82 -697 2439 
-875 1337 2363 -398 -457 2436 -751 884 2082 
-299 143 1974 -265 -169 1656 -798 1266 2238 
-107 -1074 2526 -730 1303 2383 -252 -765 2495 
-775 986 1995 -638 262 1909 -374 -108 2055 
-490 1076 2349 -670 -557 2773 -957 1817 2502 
-802 -577 2581 -481 1135 1853 -870 604 2142 
-382 -347 2149 -483 1263 2110 -395 -975 2457 
-611 1484 2356 -802 -963 2544 -550 570 1957 
-424 860 2075 -688 -23 2114 -704 1147 2118 
-573 -829 2605 -619 1366 2302 -378 -511 2102 
-441 551 1681 -736 379 1981 -382 -143 2378 
-667 1278 2487 -260 -1067 2779 -675 1493 2116 
-558 -881 2524 -636 429 2163 -874 913 2375 
-253 -791 2397 -591 1243 2628 -289 -174 2319 
-587 901 1922 -706 751 2203 -528 -554 2227 
-896 1602 2335 -651 -882 2516 -685 869 1878 
-661 289 1791 -550 -71 2222 -896 1639 2178 
-184 -1296 2756 -577 1182 2417 -818 -727 2856 
-522 546 2238 -495 252 2040 -536 -110 2068 
-970 1456 2519 -682 -790 2644 -1199 1666 2468 
-630 -1016 2693 -424 791 2147 -284 -71 2190 
-369 -54 2295 -748 1363 2293 -497 -642 2850 
-807 1579 2322 -476 -1160 2602 -310 486 2091 
-539 219 2074 -679 -70 2014 -729 1040 2384 
-154 -910 2475 -828 1668 2361 -258 -1239 2200 
-303 -136 2080 -312 258 1784 -465 845 2119 
-569 -615 2451 -1122 1845 2662 -521 -1296 2748 
-700 783 2297 -196 -22 2008 -428 61 2390 
-907 1113 2213 -595 -612 2596 -495 1397 2508 
-534 -1163 2673 -464 893 2134 -404 -297 2350 
-506 236 2190 -629 1232 2493 -372 -655 2603 
-608 982 2477 -222 -538 2124 -399 328 1998 
-654 1211 2195 -391 -711 2579 -828 1434 2576 
-500 -1335 2558 -742 1012 2322 -544 -192 2096 
-411 272 1973 -724 1314 2007 -780 -192 2437 
-630 1180 2460 -629 -564 2324 -648 93 2048 
-382 770 1973 -319 -503 2287 -452 1183 2354 
-268 -620 2446 -219 333 2288 -634 515 2459 
-357 -482 2582 -194 1017 2264 -364 -162 2112 
-413 -248 2358 -58 800 2263 -121 -657 2221 
-149 -791 2481 -176 996 2339 -486 -268 2272 
-481 -299 2249 -412 1055 2470 -465 -1007 2443 
-593 760 2417 -486 161 2402 -345 -518 2237 
-332 1015 2326 -361 -153 2639 -385 -406 2384 
-69 1092 1949 -157 -884 2074 -367 113 2490 
-639 372 2482 -220 -758 2445 -498 994 2334 
-433 -460 2254 -466 -57 2575 -523 488 2273 
-334 -440 2281 -439 842 2415 886 -745 2817 
-916 388 2683 -518 722 2345 -349 -560 2463 
-282 1010 2122 -358 -135 2372 -528 138 2418 
-314 801 2269 -240 -496 2443 -312 563 2364 
-309 309 2219 -360 -499 2393 -449 886 2429 
-220 -160 2037 -456 213 2297 -500 739 2299 
-86 -637 2225 -369 1072 2190 -499 -55 2321 
-647 -422 2152 -512 772 2369 -374 -852 2448 
-448 1131 2263 -341 -412 2190 -469 -114 2262 
-498 750 2292 -359 -767 2364 -260 643 2357 
-417 -419 2224 -468 -222 2324 -397 875 2404 
-134 -606 2282 -297 760 2384 -340 211 2197 
-321 -324 2378 -416 1117 2378 -394 -428 2379 
-370 288 2551 -386 678 2383 -37 -442 2275 
-231 989 2179 -476 -443 2330 -416 -100 2487 
-424 890 2283 -203 -305 2366 -153 952 2216 
-338 293 2251 -501 4 2339 -398 1023 2342 
-227 -325 2284 -363 770 2320 -415 288 2320 
-286 -58 2344 -138 1374 2239 -394 -298 2716 
-388 380 2461 -447 795 2356 -326 -705 2456 
-439 1315 2136 -222 -246 2172 -380 -32 2480 
-507 785 2446 -368 -637 2393 -432 957 2199 
-522 573 2210 -284 -325 2279 -518 1220 2253 
-412 178 2082 -513 249 2252 -374 1102 2287 
-355 -757 2489 -498 961 2223 -611 124 2182 
-580 48 2318 -393 1421 2253 -337 -715 2262 
-399 323 2453 -507 667 2257 -151 -639 2267 
-396 888 2306 -465 337 2284 -497 -276 2508 
-440 1064 2375 -258 -684 2191 -379 387 2198 
-354 743 2263 -249 -730 2250 -346 737 2209 
-448 146 2226 -410 -227 2421 -305 602 2339 
-517 86 2231 -369 -427 2308 -455 1214 2338 
-204 -440 2163 -300 -40 2302 -343 909 2435 
-253 -702 2393 -401 381 2229 -487 757 2292 
-204 -656 2182 -426 755 2410 -621 594 2139 
-337 -399 2383 -466 970 2241 -481 115 2311 
-335 -215 2326 -363 917 2253 -187 -239 2207 
-223 -308 2789 -355 981 2290 -325 -1075 2212 
-445 541 2277 -482 314 2257 -558 -816 2290 
-472 1063 2118 -283 -529 2312 -443 241 2285 
-505 804 2240 21 -1062 2111 -545 769 2379 
-785 300 2560 -428 -197 2274 -629 1128 2241 
-264 -1190 2122 -418 870 2457 -502 374 2254 
-318 -532 2319 -521 1128 2352 -254 -956 2300 
-416 871 2280 -722 503 2234 -533 -468 2264 
-504 1374 2436 -310 -896 2413 -449 763 2017 
-495 706 2316 -280 -531 2362 -608 1390 2275 
-100 -866 2230 -625 493 2405 -582 700 2558 
-283 -738 2417 -417 924 2313 -335 -268 2134 
-444 86 2283 -571 910 2180 -396 -847 2272 
-500 1292 2243 -221 -139 2402 -381 117 2354 
-457 955 2651 -405 -963 2560 -430 811 2382 
-349 34 2223 -375 -270 2413 -393 1213 2635 
-134 -808 2209 -369 -80 2107 -428 730 2511 
-129 -928 2195 -456 899 2207 -523 -182 2287 
-346 47 2336 -425 1157 2146 -181 -1128 2280 
-388 983 2222 -421 21 2266 -238 -174 2474 
-511 850 2495 59 -591 2149 -149 409 2397 
-584 941 2368 -38 -807 2289 -626 1000 2399 
-460 -363 2316 -486 -385 2478 -431 917 2387 
-106 -905 2060 -303 325 2434 -408 448 2166 
-284 -498 2515 -283 1144 2354 -137 -883 2263 
-192 642 2254 -219 97 2272 -150 -437 2403 
-271 1087 2597 -111 -704 2154 -374 202 2092 
-308 532 2242 -48 -763 2370 -28 1053 2505 
-353 -264 2266 -296 -357 2234 -296 1093 2324 
-48 -591 2204 -361 174 2318 -331 622 2240 
-90 -690 2508 -446 788 2392 -247 -56 2068 
-260 -170 2293 -449 953 2342 -52 -805 2340 
-288 1180 2236 -292 -45 2363 -197 -503 2354 
-415 1113 2458 -17 -890 2726 -317 431 2573 
-140 -790 2458 -443 1387 2562 -287 -995 2134 
-297 172 2233 -317 457 2393 7 -994 2362 
-544 1415 3256 -140 -382 2061 -210 -262 2311 
-382 1070 2529 -294 -817 2540 -446 814 2142 
-349 161 2392 -252 -657 2407 -390 1117 2456 
-328 -361 2016 -188 -203 2136 -283 1345 2256 
-177 -898 2223 -409 375 2299 -427 476 2449 
-73 -1010 2196 -471 1315 2506 -306 -518 2164 
-399 -135 2381 -448 638 2528 -220 -822 2235 
-393 795 2135 -329 99 2149 -160 -708 2415 
-354 1320 2426 -319 -842 2149 -332 31 2420 
-370 742 2396 -219 -1213 2145 -387 935 2410 
-238 -711 2150 -253 -81 2159 -527 781 2452 
-18 -904 2261 -387 1301 2439 -214 -742 2150 
-453 193 2431 -413 670 2483 -18 -1098 2442 
-323 1224 2216 -201 -338 2530 -298 -307 2439 
-477 849 2601 64 -905 2246 -261 1526 2387 
-204 -524 2115 -284 168 2166 -400 660 2059 
-135 -659 2308 -290 1236 2438 -214 -291 2210 
-392 -81 2274 -436 967 2628 -284 -1408 2148 
-427 780 2570 -648 162 2447 -346 -362 2359 
-291 1371 2435 -141 -924 1984 -388 271 2323 
-510 719 2293 69 -994 2218 -199 1105 2315 
31 -244 2044 -115 14 2116 -516 859 2657 
180 -645 2496 -335 766 2323 -314 -284 2326 
-484 3 2292 -560 920 2239 170 -1021 2314 
-267 996 2382 -262 -495 2255 -409 -333 2195 
-530 786 2569 -166 -894 2321 -464 573 2319 
-806 -383 2268 -305 -33 2424 -533 867 2480 
-299 -969 2462 -342 511 2203 -369 364 2064 
-342 -376 2243 -186 489 2055 -485 -264 2317 
-614 -152 2526 -456 867 2436 -389 -703 2196 
-254 435 2021 -418 228 2325 -198 -183 2374 
